location,substrate,type,IIIa-tot,IIIb-tot,IIIc-tot,Iia-tot,Iib-tot,Iic-tot,brGDGT-Ia,brGDGT-Ib,brGDGT-Ic,SUMBR,FR.TETR,FR.PEN,FR.HEX,NoRINGStetra,NoRINGSpenta,NoRINGSpenta5,NoRINGSpenta6,IRpenta,IRhexa,,Iia,Iia',Iib,Iib',Iic,Iic',IIIa,IIIa',IIIb,IIIb',IIIc,IIIc'
ACEX,shelf sediment,Paleogene,0.12,0.00,0.00,0.15,0.04,0.00,0.61,0.06,0.03,1.01,69.31,18.81,11.88,0.17,0.21,0.14,0.40,0.26,0.50,,0.12,0.03,0.02,0.02,0,0,0.06,0.06,0,0,0,0
ACEX,shelf sediment,Paleogene,0.15,0.00,0.00,0.19,0.03,0.00,0.56,0.06,0,0.99,62.63,22.22,15.15,0.10,0.14,0.17,0.00,0.18,0.47,,0.15,0.04,0.03,0,0,0,0.08,0.07,0,0,0,0
ACEX,shelf sediment,Paleogene,0.15,0.00,0.00,0.15,0.05,0.01,0.54,0.06,0.03,0.99,63.64,21.21,15.15,0.19,0.33,0.31,0.40,0.24,0.47,,0.12,0.03,0.03,0.02,0.01,0,0.08,0.07,0,0,0,0
ACEX,shelf sediment,Paleogene,0.10,0.00,0.00,0.17,0.03,0.00,0.61,0.06,0.03,1.00,70.00,20.00,10.00,0.17,0.15,0.13,0.25,0.20,0.40,,0.14,0.03,0.02,0.01,0,0,0.06,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.10,0.00,0.00,0.16,0.03,0.00,0.63,0.05,0.03,1.00,71.00,19.00,10.00,0.15,0.16,0.13,0.25,0.21,0.60,,0.13,0.03,0.02,0.01,0,0,0.04,0.06,0,0,0,0
ACEX,shelf sediment,Paleogene,0.17,0.01,0.00,0.19,0.05,0.02,0.51,0.05,0.02,1.02,56.86,25.49,17.65,0.16,0.35,0.26,0.57,0.27,0.44,,0.15,0.04,0.03,0.02,0.01,0.01,0.1,0.07,0,0.01,0,0
ACEX,shelf sediment,Paleogene,0.12,0.00,0.00,0.16,0.04,0.00,0.61,0.05,0.02,1.00,68.00,20.00,12.00,0.13,0.20,0.13,0.40,0.25,0.42,,0.13,0.03,0.02,0.02,0,0,0.07,0.05,0,0,0,0
ACEX,shelf sediment,Paleogene,0.18,0.00,0.00,0.20,0.05,0.02,0.49,0.05,0.03,1.02,55.88,26.47,17.65,0.19,0.33,0.25,0.57,0.26,0.33,,0.16,0.04,0.03,0.02,0.01,0.01,0.12,0.06,0,0,0,0
ACEX,shelf sediment,Paleogene,0.12,0.00,0.00,0.18,0.03,0.00,0.57,0.06,0.03,0.99,66.67,21.21,12.12,0.18,0.14,0.12,0.25,0.19,0.42,,0.15,0.03,0.02,0.01,0,0,0.07,0.05,0,0,0,0
ACEX,shelf sediment,Paleogene,0.13,0.00,0.00,0.17,0.03,0.01,0.57,0.06,0.03,1.00,66.00,21.00,13.00,0.18,0.24,0.24,0.25,0.19,0.38,,0.14,0.03,0.02,0.01,0.01,0,0.08,0.05,0,0,0,0
ACEX,shelf sediment,Paleogene,0.13,0.00,0.00,0.18,0.03,0.01,0.56,0.05,0.03,0.99,64.65,22.22,13.13,0.17,0.23,0.22,0.25,0.18,0.38,,0.15,0.03,0.02,0.01,0.01,0,0.08,0.05,0,0,0,0
ACEX,shelf sediment,Paleogene,0.14,0.00,0.00,0.17,0.04,0.00,0.54,0.06,0.03,0.98,64.29,21.43,14.29,0.19,0.19,0.18,0.25,0.19,0.43,,0.14,0.03,0.03,0.01,0,0,0.08,0.06,0,0,0,0
ACEX,shelf sediment,Paleogene,0.08,0.02,0.00,0.17,0.02,0.00,0.63,0.05,0.03,1.00,71.00,19.00,10.00,0.15,0.11,0.07,0.25,0.21,0.50,,0.14,0.03,0.01,0.01,0,0,0.04,0.04,0.01,0.01,0,0
ACEX,shelf sediment,Paleogene,0.10,0.00,0.00,0.17,0.05,0.00,0.59,0.06,0.03,1.00,68.00,22.00,10.00,0.18,0.23,0.18,0.40,0.23,0.40,,0.14,0.03,0.03,0.02,0,0,0.06,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.10,0.00,0.00,0.17,0.03,0.01,0.57,0.06,0.03,0.97,68.04,21.65,10.31,0.18,0.24,0.22,0.33,0.14,0.50,,0.15,0.02,0.02,0.01,0.01,0,0.05,0.05,0,0,0,0
ACEX,shelf sediment,Paleogene,0.14,0.01,0.00,0.19,0.05,0.02,0.51,0.05,0.03,1.00,59.00,26.00,15.00,0.19,0.35,0.25,0.67,0.23,0.47,,0.16,0.03,0.03,0.02,0.01,0.01,0.08,0.06,0,0.01,0,0
ACEX,shelf sediment,Paleogene,0.12,0.00,0.00,0.19,0.04,0.01,0.57,0.06,0.03,1.02,64.71,23.53,11.76,0.18,0.25,0.25,0.25,0.17,0.42,,0.16,0.03,0.03,0.01,0.01,0,0.07,0.05,0,0,0,0
ACEX,shelf sediment,Paleogene,0.12,0.00,0.00,0.19,0.02,0.00,0.59,0.06,0.03,1.01,67.33,20.79,11.88,0.18,0.10,0.11,0.00,0.14,0.42,,0.16,0.03,0.02,0,0,0,0.07,0.05,0,0,0,0
ACEX,shelf sediment,Paleogene,0.16,0.00,0.00,0.20,0.03,0.01,0.52,0.05,0.03,1.00,60.00,24.00,16.00,0.18,0.21,0.20,0.25,0.17,0.31,,0.17,0.03,0.02,0.01,0.01,0,0.11,0.05,0,0,0,0
ACEX,shelf sediment,Paleogene,0.10,0.00,0.00,0.17,0.03,0.00,0.63,0.05,0.02,1.00,70.00,20.00,10.00,0.13,0.15,0.13,0.25,0.20,0.40,,0.14,0.03,0.02,0.01,0,0,0.06,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.10,0.00,0.00,0.21,0.02,0.00,0.6,0.05,0.02,1.00,67.00,23.00,10.00,0.13,0.09,0.11,0.00,0.17,0.40,,0.17,0.04,0.02,0,0,0,0.06,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.09,0.00,0.00,0.16,0.03,0.00,0.63,0.05,0.03,0.99,71.72,19.19,9.09,0.15,0.16,0.13,0.25,0.21,0.44,,0.13,0.03,0.02,0.01,0,0,0.05,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.07,0.00,0.00,0.19,0.01,0.00,0.66,0.04,0.02,0.99,72.73,20.20,7.07,0.11,0.05,0.06,0.00,0.10,0.43,,0.17,0.02,0.01,0,0,0,0.04,0.03,0,0,0,0
ACEX,shelf sediment,Paleogene,0.11,0.00,0.00,0.20,0.03,0.00,0.59,0.05,0.02,1.00,66.00,23.00,11.00,0.14,0.13,0.11,0.20,0.22,0.36,,0.16,0.04,0.02,0.01,0,0,0.07,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.10,0.00,0.00,0.18,0.03,0.01,0.59,0.06,0.03,1.00,68.00,22.00,10.00,0.18,0.23,0.22,0.25,0.18,0.40,,0.15,0.03,0.02,0.01,0.01,0,0.06,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.12,0.00,0.00,0.16,0.03,0.00,0.61,0.05,0.02,0.99,68.69,19.19,12.12,0.13,0.16,0.14,0.20,0.26,0.33,,0.12,0.04,0.02,0.01,0,0,0.08,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.14,0.00,0.00,0.18,0.03,0.00,0.57,0.05,0.03,1.00,65.00,21.00,14.00,0.17,0.14,0.12,0.25,0.19,0.50,,0.15,0.03,0.02,0.01,0,0,0.07,0.07,0,0,0,0
ACEX,shelf sediment,Paleogene,0.14,0.00,0.00,0.24,0.00,0.00,0.63,0,0,1.01,62.38,23.76,13.86,0.00,0.00,0.00,0.00,0.17,0.50,,0.2,0.04,0,0,0,0,0.07,0.07,0,0,0,0
ACEX,shelf sediment,Paleogene,0.06,0.00,0.00,0.15,0.02,0.00,0.7,0.05,0.03,1.01,77.23,16.83,5.94,0.14,0.12,0.07,0.33,0.18,0.50,,0.13,0.02,0.01,0.01,0,0,0.03,0.03,0,0,0,0
ACEX,shelf sediment,Paleogene,0.09,0.00,0.00,0.19,0.01,0.00,0.65,0.05,0.02,1.01,71.29,19.80,8.91,0.13,0.05,0.06,0.00,0.15,0.56,,0.16,0.03,0.01,0,0,0,0.04,0.05,0,0,0,0
ACEX,shelf sediment,Paleogene,0.07,0.00,0.00,0.18,0.01,0.00,0.68,0.04,0.02,1.00,74.00,19.00,7.00,0.11,0.05,0.06,0.00,0.16,0.57,,0.15,0.03,0.01,0,0,0,0.03,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.06,0.00,0.00,0.19,0.01,0.00,0.65,0.05,0.02,0.98,73.47,20.41,6.12,0.13,0.05,0.06,0.00,0.10,0.50,,0.17,0.02,0.01,0,0,0,0.03,0.03,0,0,0,0
ACEX,shelf sediment,Paleogene,0.06,0.00,0.00,0.17,0.01,0.00,0.67,0.05,0.02,0.98,75.51,18.37,6.12,0.12,0.06,0.06,0.00,0.11,0.50,,0.15,0.02,0.01,0,0,0,0.03,0.03,0,0,0,0
ACEX,shelf sediment,Paleogene,0.08,0.00,0.00,0.20,0.01,0.00,0.64,0.05,0.02,1.00,71.00,21.00,8.00,0.13,0.05,0.06,0.00,0.14,0.50,,0.17,0.03,0.01,0,0,0,0.04,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.08,0.00,0.00,0.22,0.01,0.00,0.62,0.05,0.02,1.00,69.00,23.00,8.00,0.13,0.04,0.05,0.00,0.13,0.38,,0.19,0.03,0.01,0,0,0,0.05,0.03,0,0,0,0
ACEX,shelf sediment,Paleogene,0.08,0.00,0.00,0.21,0.00,0.00,0.71,0,0,1.00,71.00,21.00,8.00,0.00,0.00,0.00,0.00,0.14,0.50,,0.18,0.03,0,0,0,0,0.04,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.07,0.00,0.00,0.22,0.01,0.00,0.62,0.04,0.02,0.98,69.39,23.47,7.14,0.12,0.04,0.06,0.00,0.26,0.43,,0.16,0.06,0.01,0,0,0,0.04,0.03,0,0,0,0
ACEX,shelf sediment,Paleogene,0.07,0.00,0.00,0.19,0.01,0.00,0.64,0.06,0.03,1.00,73.00,20.00,7.00,0.16,0.05,0.06,0.00,0.10,0.43,,0.17,0.02,0.01,0,0,0,0.04,0.03,0,0,0,0
ACEX,shelf sediment,Paleogene,0.08,0.00,0.00,0.20,0.02,0.00,0.64,0.05,0.02,1.01,70.30,21.78,7.92,0.13,0.09,0.06,0.25,0.18,0.50,,0.17,0.03,0.01,0.01,0,0,0.04,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.07,0.00,0.00,0.16,0.01,0.00,0.69,0.04,0.02,0.99,75.76,17.17,7.07,0.11,0.06,0.07,0.00,0.18,0.57,,0.13,0.03,0.01,0,0,0,0.03,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.08,0.00,0.00,0.19,0.01,0.00,0.63,0.05,0.02,0.98,71.43,20.41,8.16,0.13,0.05,0.06,0.00,0.10,0.50,,0.17,0.02,0.01,0,0,0,0.04,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.08,0.00,0.00,0.18,0.02,0.00,0.64,0.05,0.02,0.99,71.72,20.20,8.08,0.13,0.10,0.06,0.33,0.15,0.38,,0.16,0.02,0.01,0.01,0,0,0.05,0.03,0,0,0,0
ACEX,shelf sediment,Paleogene,0.08,0.00,0.00,0.18,0.01,0.00,0.66,0.05,0.02,1.00,73.00,19.00,8.00,0.12,0.05,0.06,0.00,0.11,0.50,,0.16,0.02,0.01,0,0,0,0.04,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.09,0.00,0.00,0.20,0.02,0.00,0.62,0.05,0.02,1.00,69.00,22.00,9.00,0.13,0.09,0.11,0.00,0.14,0.44,,0.17,0.03,0.02,0,0,0,0.05,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.08,0.00,0.00,0.19,0.02,0.00,0.63,0.06,0.03,1.01,71.29,20.79,7.92,0.17,0.10,0.11,0.00,0.10,0.50,,0.17,0.02,0.02,0,0,0,0.04,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.08,0.00,0.00,0.19,0.01,0.00,0.67,0.05,0,1.00,72.00,20.00,8.00,0.07,0.05,0.06,0.00,0.10,0.50,,0.17,0.02,0.01,0,0,0,0.04,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.09,0.00,0.00,0.23,0.02,0.00,0.59,0.05,0.02,1.00,66.00,25.00,9.00,0.14,0.08,0.05,0.25,0.16,0.44,,0.2,0.03,0.01,0.01,0,0,0.05,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.07,0.00,0.00,0.20,0.01,0.00,0.64,0.05,0.02,0.99,71.72,21.21,7.07,0.13,0.05,0.05,0.00,0.10,0.43,,0.18,0.02,0.01,0,0,0,0.04,0.03,0,0,0,0
ACEX,shelf sediment,Paleogene,0.08,0.00,0.00,0.21,0.03,0.00,0.61,0.05,0.03,1.01,68.32,23.76,7.92,0.16,0.13,0.10,0.25,0.17,0.38,,0.18,0.03,0.02,0.01,0,0,0.05,0.03,0,0,0,0
ACEX,shelf sediment,Paleogene,0.08,0.00,0.00,0.22,0.01,0.00,0.6,0.05,0.02,0.98,68.37,23.47,8.16,0.13,0.04,0.05,0.00,0.13,0.38,,0.19,0.03,0.01,0,0,0,0.05,0.03,0,0,0,0
ACEX,shelf sediment,Paleogene,0.09,0.00,0.00,0.21,0.01,0.00,0.63,0.05,0.02,1.01,69.31,21.78,8.91,0.13,0.05,0.05,0.00,0.14,0.44,,0.18,0.03,0.01,0,0,0,0.05,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.08,0.00,0.00,0.18,0.00,0.00,0.67,0.06,0,0.99,73.74,18.18,8.08,0.08,0.00,0.00,,0.00,0.50,,0.18,0,0,0,0,0,0.04,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.11,0.00,0.00,0.18,0.03,0.01,0.59,0.06,0.03,1.01,67.33,21.78,10.89,0.18,0.23,0.22,0.25,0.18,0.36,,0.15,0.03,0.02,0.01,0.01,0,0.07,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.08,0.00,0.00,0.19,0.03,0.00,0.6,0.06,0.03,0.99,69.70,22.22,8.08,0.17,0.14,0.11,0.33,0.14,0.38,,0.17,0.02,0.02,0.01,0,0,0.05,0.03,0,0,0,0
ACEX,shelf sediment,Paleogene,0.08,0.00,0.00,0.19,0.03,0.01,0.62,0.06,0.03,1.02,69.61,22.55,7.84,0.17,0.22,0.21,0.25,0.17,0.38,,0.16,0.03,0.02,0.01,0.01,0,0.05,0.03,0,0,0,0
ACEX,shelf sediment,Paleogene,0.12,0.00,0.00,0.22,0.03,0.01,0.54,0.05,0.03,1.00,62.00,26.00,12.00,0.18,0.19,0.18,0.25,0.15,0.33,,0.19,0.03,0.02,0.01,0.01,0,0.08,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.12,0.00,0.00,0.22,0.03,0.01,0.52,0.06,0.03,0.99,61.62,26.26,12.12,0.20,0.19,0.18,0.25,0.15,0.33,,0.19,0.03,0.02,0.01,0.01,0,0.08,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.00,0.00,0.00,0.17,0.00,0.00,0.83,0,0,1.00,83.00,17.00,0.00,0.00,0.00,0.00,,0.00,,,0.17,0,0,0,0,0,0,0,0,0,0,0
ACEX,shelf sediment,Paleogene,0.07,0.00,0.00,0.19,0.02,0.00,0.64,0.05,0.02,0.99,71.72,21.21,7.07,0.13,0.10,0.06,0.25,0.19,0.43,,0.16,0.03,0.01,0.01,0,0,0.04,0.03,0,0,0,0
ACEX,shelf sediment,Paleogene,0.00,0.00,0.00,0.15,0.00,0.00,0.85,0,0,1.00,85.00,15.00,0.00,0.00,0.00,0.00,,0.00,,,0.15,0,0,0,0,0,0,0,0,0,0,0
ACEX,shelf sediment,Paleogene,0.07,0.00,0.00,0.16,0.02,0.00,0.67,0.05,0.03,1.00,75.00,18.00,7.00,0.15,0.11,0.07,0.33,0.17,0.43,,0.14,0.02,0.01,0.01,0,0,0.04,0.03,0,0,0,0
ACEX,shelf sediment,Paleogene,0.10,0.00,0.00,0.20,0.03,0.01,0.58,0.06,0.03,1.01,66.34,23.76,9.90,0.18,0.21,0.20,0.25,0.17,0.40,,0.17,0.03,0.02,0.01,0.01,0,0.06,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.06,0.00,0.00,0.19,0.03,0.00,0.63,0.06,0.03,1.00,72.00,22.00,6.00,0.17,0.14,0.11,0.25,0.18,0.33,,0.16,0.03,0.02,0.01,0,0,0.04,0.02,0,0,0,0
ACEX,shelf sediment,Paleogene,0.07,0.00,0.00,0.15,0.02,0.00,0.66,0.05,0.03,0.98,75.51,17.35,7.14,0.15,0.12,0.07,0.33,0.18,0.43,,0.13,0.02,0.01,0.01,0,0,0.04,0.03,0,0,0,0
ACEX,shelf sediment,Paleogene,0.12,0.00,0.00,0.16,0.03,0.01,0.58,0.06,0.03,0.99,67.68,20.20,12.12,0.18,0.25,0.24,0.33,0.15,0.33,,0.14,0.02,0.02,0.01,0.01,0,0.08,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.08,0.00,0.00,0.17,0.02,0.00,0.65,0.05,0.02,0.99,72.73,19.19,8.08,0.13,0.11,0.13,0.00,0.16,0.38,,0.14,0.03,0.02,0,0,0,0.05,0.03,0,0,0,0
ACEX,shelf sediment,Paleogene,0.10,0.00,0.00,0.19,0.03,0.01,0.57,0.06,0.03,0.99,66.67,23.23,10.10,0.18,0.22,0.21,0.25,0.17,0.30,,0.16,0.03,0.02,0.01,0.01,0,0.07,0.03,0,0,0,0
ACEX,shelf sediment,Paleogene,0.08,0.00,0.00,0.16,0.03,0.01,0.64,0.06,0.03,1.01,72.28,19.80,7.92,0.16,0.25,0.25,0.25,0.20,0.38,,0.13,0.03,0.02,0.01,0.01,0,0.05,0.03,0,0,0,0
ACEX,shelf sediment,Paleogene,0.07,0.00,0.00,0.14,0.02,0.00,0.68,0.06,0.02,0.99,76.77,16.16,7.07,0.13,0.13,0.08,0.25,0.25,0.43,,0.11,0.03,0.01,0.01,0,0,0.04,0.03,0,0,0,0
ACEX,shelf sediment,Paleogene,0.07,0.00,0.00,0.15,0.02,0.00,0.67,0.06,0.02,0.99,75.76,17.17,7.07,0.13,0.12,0.08,0.25,0.24,0.29,,0.12,0.03,0.01,0.01,0,0,0.05,0.02,0,0,0,0
ACEX,shelf sediment,Paleogene,0.06,0.00,0.00,0.12,0.02,0.00,0.7,0.06,0.02,0.98,79.59,14.29,6.12,0.13,0.14,0.10,0.25,0.29,0.33,,0.09,0.03,0.01,0.01,0,0,0.04,0.02,0,0,0,0
ACEX,shelf sediment,Paleogene,0.06,0.00,0.00,0.13,0.02,0.00,0.69,0.06,0.02,0.98,78.57,15.31,6.12,0.13,0.13,0.09,0.25,0.27,0.33,,0.1,0.03,0.01,0.01,0,0,0.04,0.02,0,0,0,0
ACEX,shelf sediment,Paleogene,0.07,0.00,0.00,0.13,0.03,0.00,0.69,0.07,0.02,1.01,77.23,15.84,6.93,0.14,0.19,0.18,0.20,0.31,0.29,,0.09,0.04,0.02,0.01,0,0,0.05,0.02,0,0,0,0
ACEX,shelf sediment,Paleogene,0.06,0.00,0.00,0.14,0.03,0.00,0.67,0.07,0.02,0.99,76.77,17.17,6.06,0.14,0.18,0.17,0.20,0.29,0.33,,0.1,0.04,0.02,0.01,0,0,0.04,0.02,0,0,0,0
ACEX,shelf sediment,Paleogene,0.05,0.00,0.00,0.12,0.03,0.00,0.69,0.09,0.03,1.01,80.20,14.85,4.95,0.19,0.20,0.18,0.25,0.27,0.40,,0.09,0.03,0.02,0.01,0,0,0.03,0.02,0,0,0,0
ACEX,shelf sediment,Paleogene,0.07,0.00,0.00,0.12,0.03,0.00,0.68,0.08,0.02,1.00,78.00,15.00,7.00,0.15,0.20,0.18,0.25,0.27,0.43,,0.09,0.03,0.02,0.01,0,0,0.04,0.03,0,0,0,0
ACEX,shelf sediment,Paleogene,0.05,0.00,0.00,0.12,0.03,0.00,0.7,0.07,0.02,0.99,79.80,15.15,5.05,0.14,0.20,0.18,0.25,0.27,0.40,,0.09,0.03,0.02,0.01,0,0,0.03,0.02,0,0,0,0
ACEX,shelf sediment,Paleogene,0.05,0.00,0.00,0.13,0.02,0.00,0.69,0.08,0.03,1.00,80.00,15.00,5.00,0.18,0.13,0.09,0.25,0.27,0.40,,0.1,0.03,0.01,0.01,0,0,0.03,0.02,0,0,0,0
ACEX,shelf sediment,Paleogene,0.06,0.00,0.00,0.12,0.03,0.00,0.7,0.08,0.02,1.01,79.21,14.85,5.94,0.15,0.20,0.18,0.25,0.27,0.33,,0.09,0.03,0.02,0.01,0,0,0.04,0.02,0,0,0,0
ACEX,shelf sediment,Paleogene,0.04,0.00,0.00,0.14,0.00,0.00,0.75,0.07,0,1.00,82.00,14.00,4.00,0.09,0.00,0.00,0.00,0.29,0.00,,0.1,0.04,0,0,0,0,0.04,0,0,0,0,0
ACEX,shelf sediment,Paleogene,0.06,0.00,0.00,0.15,0.02,0.00,0.68,0.07,0.02,1.00,77.00,17.00,6.00,0.14,0.12,0.15,0.00,0.24,0.33,,0.11,0.04,0.02,0,0,0,0.04,0.02,0,0,0,0
ACEX,shelf sediment,Paleogene,0.00,0.00,0.00,0.12,0.00,0.00,0.78,0.08,0.02,1.00,88.00,12.00,0.00,0.14,0.00,0.00,0.00,0.25,,,0.09,0.03,0,0,0,0,0,0,0,0,0,0
ACEX,shelf sediment,Paleogene,0.08,0.00,0.00,0.17,0.00,0.00,0.67,0.06,0.03,1.01,75.25,16.83,7.92,0.16,0.00,0.00,0.00,0.18,0.38,,0.14,0.03,0,0,0,0,0.05,0.03,0,0,0,0
ACEX,shelf sediment,Paleogene,0.08,0.00,0.00,0.20,0.02,0.00,0.63,0.05,0.02,1.00,70.00,22.00,8.00,0.13,0.09,0.11,0.00,0.14,0.38,,0.17,0.03,0.02,0,0,0,0.05,0.03,0,0,0,0
ACEX,shelf sediment,Paleogene,0.10,0.00,0.00,0.18,0.00,0.00,0.67,0.05,0,1.00,72.00,18.00,10.00,0.07,0.00,0.00,,0.00,0.40,,0.18,0,0,0,0,0,0.06,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.08,0.00,0.00,0.20,0.02,0.00,0.62,0.05,0.03,1.00,70.00,22.00,8.00,0.16,0.09,0.10,0.00,0.09,0.38,,0.18,0.02,0.02,0,0,0,0.05,0.03,0,0,0,0
ACEX,shelf sediment,Paleogene,0.09,0.00,0.00,0.19,0.03,0.01,0.61,0.05,0.03,1.01,68.32,22.77,8.91,0.16,0.22,0.20,0.33,0.13,0.33,,0.17,0.02,0.02,0.01,0.01,0,0.06,0.03,0,0,0,0
ACEX,shelf sediment,Paleogene,0.11,0.00,0.00,0.22,0.00,0.00,0.67,0,0,1.00,67.00,22.00,11.00,0.00,0.00,0.00,0.00,0.14,0.36,,0.19,0.03,0,0,0,0,0.07,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.09,0.00,0.00,0.22,0.00,0.00,0.63,0.05,0.02,1.01,69.31,21.78,8.91,0.13,0.00,0.00,0.00,0.14,0.33,,0.19,0.03,0,0,0,0,0.06,0.03,0,0,0,0
ACEX,shelf sediment,Paleogene,0.00,0.00,0.00,0.19,0.00,0.00,0.81,0,0,1.00,81.00,19.00,0.00,0.00,0.00,0.00,,0.00,,,0.19,0,0,0,0,0,0,0,0,0,0,0
ACEX,shelf sediment,Paleogene,0.09,0.00,0.00,0.20,0.02,0.00,0.61,0.05,0.02,0.99,68.69,22.22,9.09,0.13,0.09,0.10,0.00,0.09,0.44,,0.18,0.02,0.02,0,0,0,0.05,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.10,0.00,0.00,0.22,0.02,0.00,0.59,0.05,0.02,1.00,66.00,24.00,10.00,0.14,0.08,0.10,0.00,0.13,0.40,,0.19,0.03,0.02,0,0,0,0.06,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.10,0.00,0.00,0.21,0.03,0.01,0.59,0.05,0.02,1.01,65.35,24.75,9.90,0.14,0.20,0.19,0.25,0.16,0.40,,0.18,0.03,0.02,0.01,0.01,0,0.06,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.09,0.00,0.00,0.21,0.02,0.00,0.6,0.06,0.03,1.01,68.32,22.77,8.91,0.17,0.09,0.10,0.00,0.09,0.33,,0.19,0.02,0.02,0,0,0,0.06,0.03,0,0,0,0
ACEX,shelf sediment,Paleogene,0.10,0.00,0.00,0.20,0.02,0.00,0.61,0.05,0.03,1.01,68.32,21.78,9.90,0.16,0.09,0.11,0.00,0.14,0.40,,0.17,0.03,0.02,0,0,0,0.06,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.10,0.00,0.00,0.22,0.00,0.00,0.68,0,0,1.00,68.00,22.00,10.00,0.00,0.00,0.00,0.00,0.09,0.40,,0.2,0.02,0,0,0,0,0.06,0.04,0,0,0,0
ACEX,shelf sediment,Paleogene,0.10,0.00,0.00,0.16,0.00,0.00,0.7,0.05,0,1.01,74.26,15.84,9.90,0.07,0.00,0.00,,0.00,0.40,,0.16,0,0,0,0,0,0.06,0.04,0,0,0,0
Otway,shelf sediment,Paleogene,0.03,0.00,0.00,0.13,0.00,0.00,0.77,0.05,0.02,1.00,84.39,12.68,2.94,0.10,0.00,0.00,0.00,0.17,0.29,,0.10,0.02,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.03,0.00,0.00,0.16,0.01,0.00,0.72,0.05,0.02,1.00,78.41,18.10,3.49,0.11,0.13,0.11,0.18,0.20,0.34,,0.13,0.03,0.01,0.00,0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.02,0.00,0.00,0.13,0.00,0.00,0.79,0.04,0.02,1.00,84.77,13.15,2.08,0.10,0.00,0.00,0.00,0.17,0.27,,0.11,0.02,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.03,0.00,0.00,0.09,0.00,0.00,0.83,0.04,0.02,1.00,88.34,8.93,2.73,0.08,0.00,0.00,0.00,0.16,0.56,,0.08,0.01,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.02,0.00,0.00,0.13,0.01,0.00,0.76,0.05,0.02,1.00,83.02,14.75,2.23,0.11,0.14,0.11,0.22,0.26,0.30,,0.10,0.03,0.01,0.01,0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.02,0.00,0.00,0.11,0.01,0.01,0.79,0.05,0.02,1.00,85.67,12.57,1.76,0.10,0.18,0.14,0.31,0.24,0.32,,0.09,0.02,0.01,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.02,0.00,0.00,0.09,0.00,0.00,0.83,0.05,0.02,1.00,89.10,9.16,1.73,0.10,0.00,0.00,0.00,0.21,0.23,,0.07,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Otway,shelf sediment,Paleogene,0.03,0.00,0.00,0.12,0.00,0.00,0.79,0.04,0.02,1.00,85.16,11.96,2.88,0.09,0.00,0.00,0.00,0.23,0.19,,0.09,0.03,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.00
