Site,coresec,interval,depth,age,1302,1300,1298,1296,1292,1292',1050-1,1050-2,H-1048,H-1048b-1,H-1048b-2,1036-1,1036-2,1034-1,1034-2,H-1034a,H-1034b,H-1034c,H-1034tot,1032-1,1032-2,1022,1020,H-1020p,H-1020a,H-1020b,H-1020c,H-1020tot,1018,1050-tot,1036-tot,1034-tot,1032-tot,SUM.ISO,SUM.BR,SUM.Hbr,SUM.ALL,F1302.ALL,F1300.ALL,F1298.ALL,F1296.ALL,F1292.ALL,F1292'.ALL,F1050-tot.ALL,F1036-tot.ALL,F1034-tot.ALL,F1032-tot.ALL,F1022.ALL,F1020.ALL,F1018.ALL,FH-1048.ALL,FH-1034tot.ALL,FH-1020a.ALL,FH-1020b.ALL,FH-1020c.ALL,F1302.ISO,F1300.ISO,F1298.ISO,F1296.ISO,F1292.ISO,F1292'.ISO,FR.TETR,FR.PEN,FR.HEX,TEX86,GDGT2/GDGT3,GDGT2/cren,GDGT0/cren,Methzhang,fcren,RING,RITEX,CAPRI,SSTEXP,SSTLIN,BIT,NoRINGS,NoRINGStetra,NoRINGSpenta,NoRINGSpenta5,NoRINGSpenta6,IRpenta,IRhexa,IR,MBT5ME,CBT',pH,MAT5ME,CBTpeat,MAATPEAT,PHPEAT,dT,FH1048.Hbr,FH1034a.Hbr,FH1034b.Hbr,FH1034c.Hbr,FH1034tot.Hbr,FH1020a.Hbr,FH1020b.Hbr,FH1020c.Hbr,FHbr.BR,FHbr.BR.N,HMBT.ALL,HMBT,brGMGTI,outlierBIT,outlierfcren,outlierGDGT2/3,outlierGDGT2/cren,outlierGDGT0/cren,outlierMethzhang,outlierCAPRI,OUTLIERTEX,outlierIR,outlierNoRINGS,OUTLIERMBT
1172D,10R-2W,10-12 cm,556.7,48.6043,854000,251000,309000,130000,2160000,231000,14600,15900,500,1000,1000,41600,19900,7510,9240,1000,4870,6380,12200,1750,2140,631000,34500,3540,80700,50700,83700,215000,18800,30500,61500,16700,3890,3935000,796890,227800,4959690,0.17218818111615847,0.05060800170978428,0.062302280989336024,0.0262113156265815,0.43551109041089264,0.04657549161338713,0.00614957789700566,0.012399968546421248,0.0033671459304916236,7.843232137492465e-4,0.1272256935413302,0.006956079916285091,0.0037905594906133245,1.0081275240992885e-4,0.002459831158802264,0.016271178238962517,0.010222413094366785,0.01687605475342209,0.21702668360864041,0.06378653113087675,0.07852604828462516,0.03303684879288437,0.5489199491740788,0.058703939008894535,0.8587132477506306,0.1030129628932475,0.038273789356121926,0.7274701411509229,2.376923076923077,0.14305555555555555,0.39537037037037037,0.22395326192794549,0.09661229611041405,2.7504447268106738,2.786834508117386,0.03638978130671244,29.148157799272063,31.595244299674263,0.25078043704474506,0.12608463054058638,0.10536314481952361,0.29820928249482276,0.21647660243806527,0.4322250639386189,0.3810451942989402,0.521311475409836,0.41904254374278355,0.9126920614596671,0.0960128055878929,7.30266036088475,20.13416533290653,-0.8975638982045674,24.574271766965428,5.835065893470627,11.461078966767733,0.0021949078138718174,0.004389815627743635,0.0213784021071115,0.02800702370500439,0.053555750658472345,0.3542581211589113,0.22256365232660227,0.3674275680421422,0.22231113800271302,0.1147410050626715,0.9442493415276558,0.9397103401818794,0.6401461906100647,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1172D,10R-3W,110-112 cm,559.2,48.7426,10800000,2400000,3120000,1210000,17700000,2450000,114000,115000,7460,13100,7240,362000,150000,63600,73700,3910,38500,45900,88400,17300,20600,5650000,329000,28200,546000,398000,821000,1770000,172000,229000,512000,137000,37900,37680000,7066900,1860860,46607760,0.23172106962445738,0.0514935710276572,0.06694164233595436,0.02596134205977717,0.3797650863289718,0.052566353757400056,0.004913344902222291,0.010985295152566868,0.0029394246794954317,8.131693091450866e-4,0.12122444846094299,0.007058910361708007,0.0036903725903154323,1.6005918327763446e-4,0.0018966798661853735,0.011714787408792011,0.008539350528753152,0.017615092422377732,0.28662420382165604,0.06369426751592357,0.08280254777070063,0.03211252653927813,0.4697452229299363,0.06502123142250531,0.8703957888182937,0.09719962076723881,0.032404590414467443,0.738562091503268,2.5785123966942147,0.17627118644067796,0.6101694915254238,0.25037202380952384,0.12158808933002481,2.4647027600849256,2.832280746721347,0.36757798663642127,29.59767166634215,32.24745098039216,0.2652857913743722,0.12958656897585516,0.10941310356039669,0.3097976415781045,0.22172047866335515,0.47032337290216947,0.3556558451011792,0.5021834061135371,0.39229173490555735,0.916978488051402,0.08672869735553379,7.287898628795299,20.268973449216592,-0.9232596155126934,24.797937506522157,5.771083557373394,11.978477531175567,0.004008899111163655,0.0021011790247519964,0.020689358683619402,0.024666014638393,0.04750491708134948,0.2934127231495115,0.21387960405403952,0.44119385660393584,0.20843526259666478,0.12397611311948016,0.9484861838074868,0.9469871735720218,0.6823086024117154,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1172D,10R-4W,114-116 cm,560.74,48.8277,5430000,1470000,2100000,788000,11700000,1590000,74700,73400,3940,8360,5370,245000,113000,36900,43200,3010,26200,26600,55900,11700,14200,4310000,231000,15600,343000,253000,545000,1140000,117000,148000,358000,80100,25900,23078000,5270000,1200840,29548840,0.18376355890789622,0.04974814578169566,0.07106877968813666,0.026667713521072233,0.3959546296910471,0.05380921890673204,0.005008656854211536,0.012115534823025203,0.002710766310961784,8.765149494870187e-4,0.14586020974089,0.007817565765695032,0.003959546296910471,1.3333856760536117e-4,0.0018917832307461138,0.011607900682395655,0.008562095838618368,0.018444040442873563,0.23528901984574052,0.0636970274720513,0.09099575353150187,0.03414507322991594,0.5069763411040819,0.06889678481670855,0.8838709677419355,0.08804554079696394,0.02808349146110057,0.7528581035642232,2.66497461928934,0.1794871794871795,0.4641025641025641,0.24694016319129647,0.11963882618510158,2.6516162579079645,2.892059736275246,0.2404434783672813,30.167178050487685,33.088056489576324,0.2915960280939695,0.11653650917610309,0.09982825246887075,0.28426724137931036,0.20538147138964577,0.42018779342723006,0.36724137931034484,0.49594594594594593,0.3983660130718954,0.9267254242683485,0.07793161543944532,7.273911268548718,20.575514593239557,-0.9687597649932805,25.30653263832242,5.657788185166732,12.512541896336767,0.003281036607707938,0.0025065787282235767,0.02181806069084974,0.02215116085406882,0.04655074780986643,0.2856333899603611,0.2106858532360681,0.4538489723859965,0.18557714299843606,0.11050099522751901,0.9501682155824256,0.9475953680842926,0.6910107630328904,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1172D,10R-5W,85-87 cm,561.95,48.8947,7070000,1960000,2940000,1140000,18300000,2710000,98100,102000,6430,15900,4630,311000,159000,58900,66300,5970,37000,49200,92100,14000,15400,4500000,265000,15500,511000,289000,645000,1450000,14100,200000,470000,125000,29400,34120000,5603500,1543530,41267030,0.17132320886673938,0.04749554305216537,0.07124331457824806,0.027624958714014554,0.4434532846197073,0.065669857995596,0.004846483984914834,0.011389237364549859,0.003029052490571771,7.124331457824805e-4,0.10904588966058376,0.006421591280012155,3.416771209364958e-4,1.5581446011501192e-4,0.002231805875053281,0.012382766581457401,0.007003169358201935,0.015629910851350338,0.20720984759671746,0.05744431418522861,0.08616647127784291,0.03341148886283705,0.5363423212192263,0.07942555685814771,0.8528776657446239,0.11143035602748283,0.03569197822789328,0.776,2.5789473684210527,0.16065573770491803,0.38633879781420766,0.2232902033271719,0.12898619704902428,2.7930832356389215,2.99170432,0.19862108436107873,31.066541734060092,34.4488,0.22028121005538986,0.08831313037845841,0.061350463476386764,0.29436258808456117,0.22636103151862463,0.4034067303697549,0.38549007046764894,0.51,0.41569626394953907,0.9083841782136816,0.07268134688639466,7.265563341549368,19.998682404820283,-0.8774208903448474,24.349486419189905,5.88522198304133,14.450117595179716,0.004165775851457373,0.003867757672348448,0.023971027450065758,0.031874987852519875,0.059668422382460985,0.33105932505361085,0.18723316035321633,0.41787331635925445,0.2159680314760117,0.12298817514153564,0.9361658017660817,0.9369144284821986,0.7032643631980715,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1172D,10R-6W,10-12 cm,562.7,48.9362,1560000,453000,627000,251000,4210000,523000,23200,24600,2250,2690,2430,67600,35400,12600,14000,1000,8820,13900,23800,3050,3290,1140000,61900,9640,156000,101000,163000,420000,33600,47800,103000,26600,6340,7624000,1419240,446050,9489290,0.16439586101805298,0.04773802887255,0.06607449029379438,0.02645087250995596,0.44365806082436093,0.05511476622592417,0.005037257792732649,0.010854342105679139,0.0028031601942821857,6.681216402913179e-4,0.12013543689780795,0.00652314345962659,0.003540833929619603,2.3710941492988412e-4,0.0025080907001472186,0.0164395861018053,0.01064357818129702,0.017177259837142717,0.20461699895068206,0.05941762854144806,0.08224029380902413,0.03292235047219307,0.5522035676810073,0.06859916054564533,0.8705363433950565,0.09578365885967137,0.03367999774527212,0.7556634304207119,2.49800796812749,0.1489311163895487,0.37054631828978624,0.21949208443271767,0.11050073948869639,2.805876180482686,2.9039495292257094,0.0980733487430232,30.27766293464707,33.253009708737856,0.23465677719604422,0.12277606019949834,0.10449210845811413,0.2889510077975577,0.22462462462462462,0.39058644904156387,0.38759746947182583,0.5146443514644351,0.4206487427887232,0.9206751369276054,0.09009587260318493,7.293252437439064,20.38523305637319,-0.9184610339221897,24.990828644882445,5.783032025533748,12.867776652364668,0.005044277547360161,0.0022419011321600717,0.019773567985651833,0.031162425737024997,0.053357246945409706,0.3497365766169712,0.22643201434816723,0.3654298845420917,0.23913171678398534,0.1239047029262494,0.9415984755072301,0.9364048945826392,0.6327583140672239,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1172D,11R-1W,113-116 cm,565.83,49.1093,1380000,419000,604000,250000,4000000,541000,17200,18200,1000,4130,2570,60500,28500,10900,13300,1000,6770,11700,19400,2710,3030,1040000,59200,5670,123000,94600,159000,377000,31200,35400,89000,24200,5740,7194000,1284740,397000,8875740,0.15547999378080024,0.04720733144504007,0.06805066394464011,0.028166665540000045,0.4506666486400007,0.0609526642285601,0.003988399840464007,0.010027332932240016,0.0027265332242720043,6.46706640798401e-4,0.11717332864640019,0.0066698663998720105,0.0035151998593920056,1.1266666216000018e-4,0.0021857332459040034,0.013857999445680022,0.010658266240336016,0.01791399928344003,0.19182652210175147,0.05824298026132888,0.08395885460105644,0.034751181540172364,0.5560189046427578,0.075201556852933,0.8798667434656039,0.09257904323053692,0.027554213303859147,0.7690187431091511,2.416,0.151,0.345,0.21895424836601307,0.11913675401893856,2.855296080066722,2.961269794286506,0.10597371421978385,30.798085662170934,34.03830209481808,0.22546665633955543,0.12589047016824884,0.1075725406935598,0.29998318479905833,0.22021319659964916,0.43185366941780057,0.3769127291071128,0.5141242937853108,0.4083840870804717,0.9252604955349469,0.08430705913930393,7.284048224031493,20.52944258457408,-0.934047954369636,25.230092657013532,5.744220593619607,13.508859510243997,0.0025188916876574307,0.0025188916876574307,0.017052896725440806,0.02947103274559194,0.048866498740554154,0.30982367758186397,0.23828715365239295,0.4005037783375315,0.23606502788778289,0.12983565205882583,0.9486146095717884,0.9534088864903759,0.642349420127198,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1172D,11R-3W,30-32 cm,568,49.2294,289000,88800,146000,48800,880000,131000,4860,5450,440,400,347,14800,8920,3070,3700,0,1890,2830,4720,821,1060,246000,14100,3260,37400,34200,39000,111000,7720,10300,23700,6770,1880,1583600,310470,115760,2009830,0.14379325614604221,0.04418284133483927,0.07264295985232581,0.024280660553380136,0.43784797719210083,0.06517964205927865,0.005124811551225726,0.011792042113014534,0.0033684440972619576,9.354024967285791e-4,0.12239841180597363,0.007015518725464342,0.0038411208908216117,2.1892398859605042e-4,0.002348457332212177,0.018608539030664284,0.017016364568147556,0.01940462626192265,0.18249557969184138,0.056074766355140186,0.0921949987370548,0.030815862591563527,0.5556958827986865,0.08272290982571356,0.8626276290784939,0.10419686282088446,0.033175508100621635,0.7858176555716353,2.9918032786885247,0.16590909090909092,0.32840909090909093,0.21906380349142593,0.12957467853610286,2.886587522101541,3.035051572732737,0.14846405063119583,31.44000990348196,35.026078147612154,0.2413793103448276,0.13349768464536763,0.11029796131730267,0.32550231839258115,0.25209994114814616,0.42543859649122806,0.42287480680061823,0.529126213592233,0.4485345838218054,0.9191717775619399,0.10106903560942558,7.3106997666189875,20.33795240432301,-0.877290268569285,24.912383353182026,5.88554723126248,14.688125743289145,0.0038009675190048375,0,0.016326883206634415,0.02444713199723566,0.04077401520387008,0.3230822391154112,0.2954388389771942,0.3369039391845197,0.27159045585716635,0.1346297925013844,0.955425017277125,0.9436244858456327,0.5470119000915391,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1172D,11R-3W,113-116 cm,568.83,49.2753,1010000,288000,247000,96900,1460000,211000,8260,8610,500,1500,1500,28300,15700,5260,6130,1000,3480,5590,10100,1440,1390,520000,26400,4270,79900,57200,83600,221000,15200,16900,44000,11400,2830,3312900,636730,231300,4180930,0.24157304714501318,0.06888419562154832,0.05907776499486956,0.023176661651833443,0.34920460280368243,0.05046724054217602,0.004042162868070022,0.010523974331069882,0.0027266660766862875,6.76882894475631e-4,0.12437424209446224,0.006314384598641929,0.00363555476891505,1.1959061739852138e-4,0.002415730471450132,0.019110580660283715,0.013681166630390845,0.019995551229032776,0.30486884602614023,0.08693289866883999,0.0745570346222343,0.029249298197953456,0.44070150019620274,0.0636904222886293,0.8820065019710082,0.09145163570116062,0.02654186232783126,0.6583224581800925,2.549019607843137,0.16917808219178082,0.6917808219178082,0.2743931564549047,0.12627169359664872,2.341362552446497,2.521941390896337,0.1805788384498399,26.181205094855493,27.529360540989437,0.2846293301974619,0.11914557217301518,0.10113960113960115,0.29297612914305343,0.23257142857142857,0.38372093023255816,0.3987635239567233,0.5094674556213018,0.4236656462132304,0.928479317528023,0.08450122179100186,7.284356942647693,20.630674536256322,-0.9523504611040426,25.39805078861224,5.6986473518509335,6.898686004733115,0.00216169476869866,0.00432338953739732,0.015045395590142672,0.024167747514051017,0.043666234327712924,0.3454388240380458,0.24729788153912668,0.3614353653264159,0.26646544474269324,0.1359642313782718,0.9541720709035885,0.9545558346654487,0.6098451551829062,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1172D,11R-3W,135-139 cm,569.05,49.2874,123000,23000,37400,14500,241000,36700,1340,1660,247,881,0,4060,2810,777,1250,419,599,1540,2560,324,546,73400,4840,1080,11000,10500,14200,35800,3370,3010,6870,2020,870,475600,94380,38507,608487,0.20214071952235627,0.0377986711301967,0.06146392609866768,0.023829597016863137,0.39606433662510454,0.06031353175992256,0.004946695656604003,0.011290298724541362,0.0033197093775216235,0.0014297758210117882,0.12062706351984512,0.007954155142180524,0.005538327030815778,4.0592485952863414e-4,0.004207156438839285,0.01807762532313755,0.017255915081176756,0.023336570871686658,0.25862068965517243,0.048359966358284275,0.07863751051303616,0.03048780487804878,0.5067283431455004,0.07716568544995794,0.8646959101504557,0.10341173977537614,0.031892350074168255,0.7939068100358423,2.579310344827586,0.15518672199170125,0.5103734439834025,0.21242200794100966,0.1321570039611091,2.6326745164003365,3.071247992703074,0.4385734763027376,31.744235666327572,35.501720430107525,0.256815098063402,0.1679654153442049,0.14189437568925375,0.38524590163934425,0.2761092811470645,0.5084672166739036,0.47192622950819674,0.5514950166112956,0.49068128425998436,0.926218065848759,0.12228426395939086,7.344431979695432,20.55955817094347,-0.842296307626158,25.28005867598824,5.972682194010867,14.942162259164057,0.006414418157737554,0.010881138494299739,0.015555613265120628,0.03999272859480094,0.06648141896278599,0.285662347105721,0.2726776949645519,0.3687641208092035,0.2897725134889041,0.16032649233851204,0.9271041628794765,0.9437724312109531,0.6005723630417008,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1172D,11R-4W,10-12 cm,569.3,49.3013,681000,216000,318000,120000,2090000,241000,9360,9430,500,0,0,30700,13000,5090,5170,1000,3800,4440,9240,1200,1320,512000,26300,3740,67900,42300,76900,187000,15300,18800,43700,10300,2510,3666000,628910,196840,4491750,0.1516112873601603,0.04808816162965437,0.07079646017699115,0.02671564534980798,0.46529748984248903,0.05365392107753103,0.00418545110480325,0.009728947514888406,0.002293092892525185,5.588022485668169e-4,0.11398675349251405,0.005855178939166249,0.0034062447821005177,1.1131518895753326e-4,0.0020571046919352146,0.015116602660433015,0.009417264985807314,0.017120276061668615,0.18576104746317512,0.058919803600654665,0.0867430441898527,0.03273322422258593,0.5701036552100381,0.0657392253136934,0.8802531363788142,0.0898538741632348,0.029892989457951057,0.758659217877095,2.65,0.1521531100478469,0.3258373205741627,0.21909547738693466,0.10338910338910338,2.873977086743044,2.916704247682657,0.04272716093961293,30.395196945177936,33.42916201117318,0.2156126853068118,0.11833931586107423,0.10278179190751445,0.27110245974163866,0.20248715869153824,0.40071831708568495,0.3448947089010794,0.5015957446808511,0.38401274731111407,0.9227435619634969,0.08009998913161613,7.27735898271927,20.450285023751977,-0.9709134978645968,25.09875906325527,5.652425390317154,12.978876987421206,0.0025401341190814876,0.005080268238162975,0.019305019305019305,0.022556390977443608,0.04694167852062589,0.344950213371266,0.21489534647429384,0.39067262751473275,0.23837723281864973,0.12822537346429586,0.9505181873602926,0.9470443349753694,0.657983058973949,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1172D,11R-5W,10-12 cm,570.8,49.4331,338000,106000,154000,61200,1000000,141000,6210,6700,0,0,0,18200,10700,3490,3490,0,2410,4810,7210,914,844,355000,17100,3270,49300,32300,55200,137000,8640,12900,28900,6980,1760,1800200,431280,144010,2375490,0.14228643353581788,0.0446223726473275,0.0648287300725324,0.025763105717136255,0.42096577969176885,0.059356174936539406,0.005430458558023818,0.01216591103309212,0.0029383411422485464,7.408997722575132e-4,0.14944285179057795,0.007198514832729247,0.0036371443365368827,0,0.0030351632715776536,0.020753612938804206,0.013597194684044134,0.02323731103898564,0.18775691589823354,0.0588823464059549,0.08554605043884013,0.033996222641928676,0.5554938340184424,0.07832463059660037,0.8828139491745501,0.08727508810981265,0.029910962715637174,0.7706620510601471,2.5163398692810457,0.154,0.338,0.21966899192996853,0.12357581069237511,2.867236973669592,2.9684046105385393,0.10116763686894714,30.86149582051478,34.13492860233664,0.284077892325315,0.10726134136430995,0.09029784104638336,0.2789585547290117,0.2352680941426296,0.3444193162165758,0.3994155154091392,0.5193798449612403,0.4300356153541749,0.9296454191632849,0.08005587622888169,7.277288843203922,20.66734843268531,-0.9612700255609584,25.458897971940207,5.676437636353214,13.467580169651335,0,0,0.016734948961877646,0.03340045830150684,0.05006596764113603,0.342337337684883,0.22428997986250954,0.38330671481147144,0.250325922578178,0.13182463045169557,0.949934032358864,0.9581669848984551,0.6500920810313076,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1172D,11R-6W,104.5-106.5 cm,572.685,49.6524,4160000,1170000,1700000,667000,9630000,1370000,60200,61500,5980,9650,4970,186000,92200,31900,39700,4080,21600,36600,62200,8600,10800,3050000,170000,22800,411000,348000,510000,1270000,90200,122000,278000,71600,19400,18697000,3801200,1337180,23835380,0.1745304668941716,0.04908669381398576,0.07132254656732974,0.027983610917887612,0.4040212490843444,0.05747758164543632,0.00511844157718484,0.011663334085716275,0.0030039378436593,8.139161196507041e-4,0.127961039429621,0.007132254656732975,0.0037842904119842016,2.508875461603717e-4,0.0026095661155811235,0.017243274493630896,0.014600144826723971,0.021396763970198924,0.2224955875274108,0.06257688399208429,0.09092367759533615,0.0356741723271113,0.515055891319463,0.07327378723859443,0.8708302641271177,0.09707460801852047,0.032095127854361784,0.7615651110658244,2.548725637181409,0.17653167185877466,0.43198338525441327,0.24331017403865998,0.12454545454545454,2.7047654703963206,2.9291331735430837,0.22436770314676302,30.508761527020592,33.60002853067047,0.26376146788990823,0.12524461839530332,0.10585463114011238,0.2991869918699187,0.21677704194260486,0.42957252978276106,0.3867208672086721,0.5040983606557377,0.4158859470468432,0.9202924740748978,0.08931496875189612,7.2920108003155155,20.373198309655535,-0.9210867407031043,24.970861297228165,5.77649401564927,13.226830221014936,0.004472097997277854,0.0030511972958016122,0.016153397448361476,0.02737103456527917,0.04651580191148536,0.3073632570035448,0.26024918111249046,0.38139966197520153,0.2602337701765926,0.14022192196735336,0.9490121000912368,0.9486960080360133,0.608714876307121,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1172D,12R-2W,100-102 cm,576.44,50.0894,1220000,328000,571000,199000,3520000,608000,20200,21500,4550,15500,2730,45300,36500,11200,22400,6910,9040,29500,45400,3930,5570,1130000,70500,14300,246000,200000,321000,767000,43900,41700,81800,33500,9500,6446000,1410900,816950,8673850,0.14065265136012267,0.03781481118534445,0.06583005239887708,0.02294252263988886,0.40581748589150146,0.07009574756307753,0.004807553739112389,0.009430644984637733,0.0038621834594787783,0.0010952460556730864,0.13027663609585133,0.00812787862367922,0.005061189667794578,5.245652161381624e-4,0.005234123255532434,0.028361108389008342,0.023057811698380764,0.03700778777590113,0.18926466025442135,0.05088426931430345,0.08858206639776606,0.03087185851690971,0.5460750853242321,0.09432206019236736,0.8819902190091431,0.08845417818413778,0.029555602806719115,0.8077373974208675,2.869346733668342,0.16221590909090908,0.3465909090909091,0.21010332950631458,0.14728682170542637,2.8822525597269624,3.134142018584157,0.2518894588571947,32.25728104662303,36.31495896834701,0.2625955797632764,0.15403155127081508,0.12720990035358407,0.4206730769230769,0.3154062551712725,0.5202419730107026,0.5165865384615385,0.5155875299760192,0.5163363363363364,0.9391485475800548,0.10863237139272271,7.322725470514429,20.966221821392725,-0.8680345659091626,25.954771212727263,5.908593930886186,15.348737146954281,0.0055694962972030115,0.008458289981026991,0.011065548687190159,0.03610992104779974,0.05557255646000367,0.3011200195850419,0.2448130240528796,0.39292490360487176,0.36669883519985635,0.21867341136795876,0.9388579472427934,0.959383125616426,0.6360061214321303,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
1172D,12R-3W,10-12 cm,577.06,50.1615,988000,236000,357000,159000,2230000,287000,12700,13800,1000,3140,1000,34200,20500,6220,8430,1000,4650,10200,15900,1780,2530,669000,33000,4310,107000,57800,128000,293000,19400,26500,54700,14600,4310,4257000,821510,309700,5388210,0.18336330618145916,0.04379933224577364,0.06625576954127622,0.029508872148635634,0.41386657164438656,0.05326444218024168,0.004918145358105939,0.010151794380694145,0.002709619706730064,7.998945846579848e-4,0.12415997149331597,0.006124482898773433,0.003600453582915291,1.8559039087192222e-4,0.0029508872148635633,0.019858171823295676,0.010727124592397105,0.023755570031606044,0.23208832511158092,0.055438101949729854,0.08386187455954898,0.037350246652572236,0.5238430819826169,0.06741836974395114,0.8781390366520189,0.08960329149979915,0.032257671848182005,0.7728585178055823,2.2452830188679247,0.1600896860986547,0.4430493273542601,0.23003976751300093,0.11402463249900675,2.7002583979328163,2.977969099257912,0.2777107013250957,30.946039844150846,34.26408084696824,0.25172807194148045,0.11958340146664821,0.09952869420571112,0.31544627088710775,0.23175355450236967,0.4287984742530197,0.42738758320880316,0.5207547169811321,0.45210268704425133,0.9292799175576453,0.09031987707780416,7.293608604553709,20.655853407187944,-0.9415684606574155,25.439826098157926,5.725494532963035,13.608227439780297,0.0032289312237649337,0.0032289312237649337,0.015014530190506942,0.03293509848240232,0.05134000645786245,0.3454956409428479,0.18663222473361318,0.4133031966419115,0.27377763633631247,0.15731858042493085,0.9454310623183726,0.9577254021698466,0.7030303030303032,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1172D,12R-4W,10-12 cm,578.54,50.3337,534000,145000,203000,81100,1500000,187000,8390,9100,500,0,0,24400,12200,4220,4800,1000,3030,5170,9200,1150,1430,381000,20600,2610,74100,44000,62600,181000,11500,17500,36600,9030,2580,2650100,478810,190400,3319310,0.1608768087343454,0.043683777652584424,0.06115728871361819,0.024432788742238597,0.45190114813018367,0.056337009800229564,0.00527218006151881,0.011026388014376482,0.002720444911743706,7.772699747839159e-4,0.11478289162506665,0.006206109100987856,0.003464575468998075,1.5063371604339456e-4,0.00277166037519846,0.022323916717631075,0.013255767011818721,0.018859341248632998,0.20150183011961811,0.05471491641824837,0.07660088298554772,0.030602618769103054,0.5660163767405003,0.07056337496698238,0.8627639355903176,0.1006871201520436,0.03654894425763873,0.7646485960071417,2.50308261405672,0.13533333333333333,0.356,0.20277869665894807,0.11084765856550088,2.846043545526584,2.942382999321802,0.09633945379521824,30.62879364842597,33.78133744521993,0.22484626117513307,0.12525199973987122,0.10554345194868071,0.2943372744243933,0.21901242861941553,0.4156266956049919,0.38228583281476874,0.52,0.41896210622431895,0.9154367770243319,0.09432320742405569,7.2999738998042485,20.220486637415238,-0.9098063147516617,24.717491025129636,5.804582276268363,13.560850807804695,0.0026260504201680674,0.005252100840336135,0.015913865546218486,0.027153361344537816,0.04831932773109244,0.38918067226890757,0.23109243697478993,0.328781512605042,0.2845145768891678,0.1377937989664944,0.9490546218487395,0.9466202933615606,0.607133398075395,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1172D,12R-5W,110-112 cm,581.04,50.6321,571000,168000,281000,108000,1510000,232000,10500,11800,1500,4180,1000,39400,21600,5970,10000,1000,5270,11100,17400,1480,2060,755000,43000,8700,91700,93200,183000,368000,36100,22400,61000,16000,3540,2870000,937040,386800,4193840,0.13615207065600976,0.04005875283749499,0.0670030330198577,0.025752055395532495,0.36005188562272283,0.05531923010892165,0.005341167044999332,0.01454514239932854,0.003815119317856666,8.440951490757873e-4,0.18002594281136142,0.01025313316673979,0.008607862960914103,3.5766743604906246e-4,0.004148942258169124,0.021865402590466015,0.02222307002651508,0.04363542719798562,0.1989547038327526,0.05853658536585366,0.09790940766550522,0.037630662020905925,0.5261324041811847,0.0808362369337979,0.8901434303765048,0.08595150687270554,0.02390506275078972,0.7870722433460076,2.6018518518518516,0.18609271523178808,0.3781456953642384,0.24227925184862983,0.13318025258323765,2.7951219512195125,3.0406369905593547,0.2455150393398422,31.487398432553736,35.09984790874524,0.35700902742292623,0.1511523659581912,0.1381129360987891,0.28656568164887014,0.1906083244397012,0.41948900772430187,0.41792897938912343,0.5267857142857143,0.4416164756168642,0.9356666105782714,0.10132935768418437,7.311113678717853,20.856714902686633,-0.9400699561714947,25.7730837399742,5.729225809132979,14.243133006058606,0.0038779731127197518,0.0025853154084798345,0.013624612202688728,0.028697001034126163,0.04498448810754912,0.23707342295760084,0.24095139607032057,0.47311271975180974,0.29218032390621224,0.1907868941457971,0.9511375387797312,0.9643252358117721,0.6732229123533471,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
