Site,coresec,interval,depth,age,1302,1300,1298,1296,1292,1292',1050-1,1050-2,H-1048,H-1048b-1,H-1048b-2,1036-1,1036-2,1034-1,1034-2,H-1034a,H-1034b,H-1034c,H-1034tot,1032-1,1032-2,1022,1020,H-1020p,H-1020a,H-1020b,H-1020c,H-1020tot,1018,1050-tot,1036-tot,1034-tot,1032-tot,SUM.ISO,SUM.BR,SUM.Hbr,SUM.ALL,F1302.ALL,F1300.ALL,F1298.ALL,F1296.ALL,F1292.ALL,F1292'.ALL,F1050-tot.ALL,F1036-tot.ALL,F1034-tot.ALL,F1032-tot.ALL,F1022.ALL,F1020.ALL,F1018.ALL,FH-1048.ALL,FH-1034tot.ALL,FH-1020a.ALL,FH-1020b.ALL,FH-1020c.ALL,F1302.ISO,F1300.ISO,F1298.ISO,F1296.ISO,F1292.ISO,F1292'.ISO,FR.TETR,FR.PEN,FR.HEX,TEX86,GDGT2/GDGT3,GDGT2/cren,GDGT0/cren,Methzhang,fcren,RING,RITEX,CAPRI,SSTEXP,SSTLIN,BIT,NoRINGS,NoRINGStetra,NoRINGSpenta,NoRINGSpenta5,NoRINGSpenta6,IRpenta,IRhexa,IR,MBT5ME,CBT',pH,MAT5ME,CBTpeat,MAATPEAT,PHPEAT,dT,FH1048.Hbr,FH1034a.Hbr,FH1034b.Hbr,FH1034c.Hbr,FH1034tot.Hbr,FH1020a.Hbr,FH1020b.Hbr,FH1020c.Hbr,FHbr.BR,FHbr.BR.N,HMBT.ALL,HMBT,brGMGTI,outlierBIT,outlierfcren,outlierGDGT2/3,outlierGDGT2/cren,outlierGDGT0/cren,outlierMethzhang,outlierCAPRI,OUTLIERTEX,outlierIR,outlierNoRINGS,OUTLIERMBT
1172A,45X-3W,22-24 cm,415.52,39.9259,14300000,3470000,4280000,1130000,26400000,3010000,271000,325000,11600,6630,11800,856000,343000,157000,193000,3610,60200,93200,157000,37700,54200,7590000,550000,21700,795000,430000,464000,1690000,229000,596000,1200000,350000,91900,52590000,10606900,1857600,65054500,0.2198156929958727,0.05333989193676072,0.06579099063093252,0.017370051264708822,0.4058135870693034,0.04626889761661376,0.009161549162625184,0.018446072139513794,0.005380104374024856,0.0014126616913510978,0.11667140628242474,0.008454449730610488,0.0035201254332905487,1.7831203068196665e-4,0.002413361104919721,0.012220522792427888,0.006609842516659109,0.007132481227278666,0.2719148127020346,0.06598212587944476,0.08138429359193763,0.021486974710020916,0.5019965772960638,0.057235215820498196,0.7890146979796171,0.15479546333047356,0.0561898386899094,0.7081581160639192,3.7876106194690267,0.1621212121212121,0.5416666666666666,0.23191433794724473,0.1023461407684461,2.530138809659631,2.7096581362234833,0.1795193265638524,28.34890820265752,30.459697224558447,0.26228133907114515,0.15401212678180784,0.12044449755048393,0.32511115171447713,0.2211858760826116,0.510674347678753,0.3594615993665875,0.5453020134228188,0.4089548237186648,0.8636115038129341,0.13126075484685099,7.358704600206494,18.590581794916776,-0.7450209876372456,22.0132482689589,6.214897740783258,11.86911542964167,0.006244616709732989,0.0019433677863910422,0.032407407407407406,0.050172265288544356,0.0845176571920758,0.4279715762273902,0.23148148148148148,0.24978466838931956,0.1490312487464399,0.05790679578073664,0.9092377260981912,0.8659947741694662,0.5594616973094841,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1172A,45X-3W,102-104,416.22,39.9532,17300000,4240000,4530000,1190000,28600000,3160000,328000,380000,12500,7950,12800,958000,388000,164000,233000,3930,65900,91000,161000,37300,61900,8130000,503000,20300,740000,410000,445000,1600000,225000,708000,1350000,397000,99200,59020000,11412200,1768500,72200700,0.2396098652783145,0.05872519241503199,0.0627417739717205,0.016481834663652845,0.3961180431768667,0.04376688868667478,0.009805999110811946,0.018697879660446507,0.005498561648294269,0.0013739478980120691,0.11260278639957784,0.006966691458670069,0.0031163132767410844,1.7312851537450467e-4,0.00222989527802362,0.010249208110170677,0.005678615304283753,0.006163375147332366,0.2931209759403592,0.07184005421890885,0.076753642832938,0.02016265672653338,0.4845814977973568,0.05354117248390376,0.7761868877166541,0.16177424160109358,0.06203887068225233,0.676829268292683,3.80672268907563,0.1583916083916084,0.6048951048951049,0.23873441994247363,0.09949622166246852,2.4383259911894273,2.589726353361095,0.15140036217166752,27.004772542544835,28.617560975609756,0.26265855419201817,0.14465350049513276,0.10758636261007,0.3225002708265627,0.2058138531872682,0.5224776687655587,0.36989491929368434,0.536723163841808,0.41613812544045103,0.8562342319700733,0.13677782497875957,7.367476741716228,18.358566595458804,-0.7516704035336583,21.628302224198425,6.198340695201191,10.258994380150952,0.007068136839129205,0.0022222222222222222,0.03726321741588917,0.05145603618886062,0.09103760248798416,0.418433700876449,0.23183488832343793,0.2516256714729997,0.13417345057546262,0.05265911423224742,0.9018942606728866,0.850210164310279,0.5610070342778176,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1172A,45X-4W,10-12 cm,416.8,39.9759,9790000,2160000,2030000,665000,14900000,1390000,207000,225000,6070,7940,8680,558000,200000,89500,120000,2520,40400,51000,93900,22400,34600,5340000,298000,20400,587000,385000,319000,1290000,140000,432000,758000,210000,57000,30935000,7235000,1390970,39560970,0.24746612633613382,0.05459926791481604,0.0513132008643873,0.016809496834885494,0.3766338388568329,0.0351356400007381,0.01091985358296321,0.01916029864788452,0.005308262158384893,0.0014408140144187567,0.134981523456073,0.007532676777136657,0.003538841438923262,1.5343405381617285e-4,0.002373551507963531,0.014837856604628248,0.009731813957038971,0.008063502992975147,0.31647001777921446,0.06982382414740584,0.06562146436075643,0.02149668660093745,0.4816550832390496,0.04493292387263617,0.7986178299930892,0.14167242570836214,0.05970974429854872,0.6541232986389112,3.0526315789473686,0.13624161073825503,0.6570469798657718,0.22960510759044692,0.08532842234499693,2.371908841118474,2.5068776622579088,0.13496882113943487,25.99111788202635,27.282449959967977,0.30471301913205784,0.13251506688225784,0.10003461405330565,0.31609756097560976,0.20047768323630394,0.5335589396503102,0.3459512195121951,0.5208333333333334,0.3978037062457104,0.8682324302393725,0.11787059787059787,7.337414250614251,18.735909931028264,-0.8158040245344014,22.254368209890455,6.03864797890934,8.546540028939713,0.004363861190392316,0.001811685370640632,0.029044479751540293,0.036665061072488986,0.06750684773934736,0.4220076637166869,0.2767852649589855,0.22933636239458796,0.1612537488537521,0.05648275936678479,0.9281292910702603,0.8728486606287794,0.48785342919629643,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1172A,45X-4W,102-104 cm,417.72,40.0118,19100000,4680000,4900000,1520000,29000000,3290000,419000,450000,16400,18500,11200,1220000,439000,174000,242000,3400,88100,104000,196000,42900,62600,12100000,634000,34900,819000,470000,639000,1930000,299000,869000,1660000,416000,106000,62490000,16084000,2140400,80714400,0.23663683308059033,0.05798221878623889,0.06070787864371165,0.018831831742539124,0.35929152666686487,0.040761004232206396,0.010766356437017434,0.020566342560930886,0.005153975003221235,0.0013132724767823338,0.14991129216100224,0.007854856134716977,0.0037044195335652623,2.0318555301160636e-4,0.002428315145748466,0.010146888287591806,0.005823000604600914,0.00791680294965954,0.30564890382461196,0.07489198271723475,0.07841254600736118,0.02432389182269163,0.4640742518803008,0.05264842374779965,0.8103083809997513,0.13566277045511066,0.05402884854513802,0.674774148714385,3.223684210526316,0.16896551724137931,0.6586206896551724,0.2558193132058078,0.10188912976153608,2.371579452712434,2.582086809377024,0.21050735666459008,26.91443702044374,28.49671994440584,0.3353044993009237,0.12218205718041407,0.09452927184838487,0.28780934922089824,0.18080590159370868,0.49381387842926305,0.340788267644363,0.5178365937859609,0.39121599475581775,0.8753500930223186,0.1086396389839144,7.322737025984424,18.95976042555192,-0.8503773144536552,22.62576785390458,5.952560487010398,9.53695951885392,0.007662119230050458,0.0015884881330592412,0.041160530741917396,0.04858904877592973,0.0915716688469445,0.38263875911044665,0.2195851242758363,0.29854232853672213,0.1174469392682338,0.051337821508717414,0.9007662119230051,0.859448554135844,0.6054510058403634,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1172A,45X-5W,10-12 cm,418.3,40.0345,9190000,2150000,2140000,590000,14600000,1520000,204000,229000,8560,7820,8470,553000,220000,78100,139000,4150,43200,56900,104000,20700,35600,5500000,307000,28600,578000,471000,315000,1360000,141000,433000,773000,217000,56300,30190000,7427300,1476560,39093860,0.2350752778057731,0.05499584845292842,0.054740053808961305,0.015091883994059425,0.373460180191979,0.038880785883000556,0.011075908083775815,0.019772925978657516,0.005550743774086263,0.0014401238455348231,0.1406870541819099,0.007852895569790243,0.0036067044799362354,2.189602152358452e-4,0.0026602642972579325,0.014784930421298895,0.01204792773085083,0.00805753128496393,0.3044054322623385,0.07121563431599867,0.07088439880755217,0.019542894998343822,0.48360384233189796,0.05034779728386883,0.8008293727195617,0.1408721877398247,0.05829843954061368,0.6640625,3.6271186440677967,0.14657534246575343,0.6294520547945206,0.23238095238095238,0.09429280397022333,2.407419675389202,2.54272216796875,0.13530249257954807,26.439092594943425,27.866875,0.3147470196188867,0.13134981341949872,0.09902488231338265,0.3150148141068527,0.18333844737649585,0.5326913329954385,0.3771384880053522,0.5288683602771362,0.4215507334550125,0.8742173491284282,0.12219913696659741,7.34429662777689,18.924135630089065,-0.8082533147091694,22.56666127752138,6.057449246374168,8.942739369910935,0.005797258492712792,0.00281058676924744,0.029257192393129978,0.03853551498076611,0.07043398168716476,0.39145039822289646,0.31898466706398654,0.21333369453323942,0.16583369459987016,0.055370363660519104,0.9237687598201224,0.8588722870542044,0.43951099215764194,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1172A,45X-5W,92-94 cm,419.12,40.0665,22700000,5050000,4250000,1460000,30500000,2790000,459000,507000,15400,5510,8730,1320000,406000,176000,243000,4510,88600,86900,180000,45800,65400,12300000,633000,26900,814000,482000,633000,1930000,298000,966000,1730000,419000,111000,66750000,16457000,2124400,85331400,0.26602165205305434,0.05918102832017288,0.04980581591301678,0.01710976264305988,0.3574299730228263,0.0326960532699569,0.01132056898164099,0.020273896830475067,0.004910267498248007,0.0013008107214929087,0.14414389076002504,0.007418136817162264,0.0034922666216656473,1.8047283883775492e-4,0.0021094227916101226,0.009539278624281331,0.00564856547531155,0.007418136817162264,0.3400749063670412,0.07565543071161049,0.06367041198501873,0.021872659176029964,0.45692883895131087,0.041797752808988765,0.8039739928297989,0.1373275809685848,0.05869842620161633,0.6273062730627307,2.910958904109589,0.13934426229508196,0.7442622950819672,0.2442678774120318,0.08380895163712827,2.2635205992509366,2.41343786168489,0.14991726243395354,24.74760672646459,25.70560885608856,0.3296113944082996,0.12074107546317217,0.09288791474567304,0.2836283185840708,0.1735633674925412,0.5232362821948489,0.31610619469026546,0.5248447204968945,0.37861128332300065,0.8686432332357306,0.10791959656225585,7.321592158533987,18.748829685263726,-0.8552092542207116,22.275803910240416,5.940528956990429,6.956779170824834,0.0072491056298248915,0.002122952363020147,0.04170589342873282,0.04090566748258332,0.08472980606288834,0.38316701186217283,0.22688759179062323,0.29796648465449066,0.11432938314658744,0.04974352051835853,0.9080210883072868,0.858887381275441,0.5928990595919169,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1172A,45X-6W,32-34 cm,420.02,40.1017,19100000,4020000,3110000,1250000,23700000,1880000,344000,352000,10800,2240,6860,1020000,273000,132000,163000,1000,65500,61000,127000,32100,43300,9320000,483000,16100,706000,471000,528000,1710000,231000,696000,1290000,295000,75400,53060000,12390400,1842800,67293200,0.2838325417724228,0.059738576854719345,0.046215665178651034,0.01857542812646746,0.352190117277823,0.02793744390220706,0.010342798380817081,0.019169841826514416,0.00438380103784632,0.001120469824588517,0.13849839211094137,0.007177545428067026,0.0034327391177711862,1.6049169901267884e-4,0.0018872634976490937,0.010491401805828821,0.006999221318052938,0.007846260840619854,0.3599698454579721,0.07576328684508105,0.058612891066716924,0.02355823595929137,0.4466641537881643,0.035431586882774216,0.8098205061983471,0.13400697314049587,0.05617252066115702,0.6081871345029239,2.488,0.13122362869198312,0.8059071729957806,0.24676089517078917,0.07349491790461297,2.1920467395401433,2.3497359871413424,0.15768924760119907,23.82814645721325,24.581403508771928,0.32297320459349826,0.11892871801888083,0.09417978871835758,0.2684895205974464,0.16569546491005827,0.5207594408512414,0.28866538183570223,0.5057471264367817,0.3527839076557461,0.8678354278202056,0.09942905278921751,7.308092193934856,18.723424204945466,-0.8816762083209754,22.233652623658326,5.8746262412807715,5.857979303826461,0.005860646841762535,5.426524853483829e-4,0.03554373779031908,0.033101801606251355,0.06891686563924462,0.38311265465595834,0.25558932059908834,0.28652051226394615,0.12947193884720232,0.05353330439481587,0.9252224875189928,0.8737382094985934,0.5504758350438516,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1172A,45X-6W,122-124 cm,420.92,40.1369,25100000,4640000,3470000,1260000,35300000,2110000,317000,321000,11000,0,0,1030000,330000,112000,166000,0,68400,52700,121000,288000,425000,10100000,505000,31200,621000,449000,508000,1580000,238000,638000,1360000,278000,713000,71880000,13832000,1710000,87422000,0.28711308366315114,0.05307588478872595,0.03969252590881014,0.01441284802452472,0.40378852005216076,0.02413580105694219,0.007297934158449818,0.01555672485186795,0.003179977580014184,0.008155841778957241,0.1155315595616664,0.00577657797808332,0.0027224268490768913,1.2582645100775547e-4,0.0013840909610853104,0.007103475097801469,0.0051360069547711105,0.005810894282903617,0.34919309961046185,0.06455203116304953,0.048274902615470225,0.017529215358931552,0.4910962715637173,0.029354479688369503,0.7839068825910931,0.1699681897050318,0.04612492770387507,0.5958188153310104,2.753968253968254,0.09830028328611898,0.7110481586402266,0.20029927319367252,0.05640203154236835,2.2954924874791316,2.3098197137272516,0.014327226248119995,23.21781221421825,23.854146341463412,0.2552428372505169,0.20350159163256026,0.09047311629622798,0.7247979583156103,0.4811188811188811,1.1031487513572205,0.39174819225861335,0.5031347962382445,0.41552358648377385,0.8612390786338364,0.12929151742814712,7.355573512710754,18.515969023034156,-0.9021425314874486,21.88945512311358,5.823665096596253,5.338177318429256,0.006432748538011696,0,0.04,0.030818713450292398,0.07076023391812865,0.3631578947368421,0.2625730994152047,0.2970760233918129,0.1100244498777506,0.048810077777039156,0.9228070175438596,0.8648280558392918,0.5493288919369061,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1172A,45X-7W,42-44 cm,421.62,40.2096,24600000,4690000,3800000,1180000,35600000,2280000,324000,322000,9280,5500,9030,1000000,307000,115000,159000,0,60900,41400,102000,28900,43300,9790000,488000,20900,549000,351000,493000,1390000,234000,646000,1310000,274000,72200,72150000,12814200,1504280,86468480,0.2844967322196481,0.05423941764675405,0.04394664969246597,0.013646591220292065,0.4117107181715233,0.026367989815479585,0.007470930447719215,0.015150029236086953,0.0031687847409830727,8.349863441568534e-4,0.1132204474971689,0.005643675013137736,0.002706188428430799,1.0732234451212743e-4,0.0011796205970082971,0.0063491343897799524,0.004059282642646199,0.0057014995522067695,0.340956340956341,0.065003465003465,0.05266805266805267,0.016354816354816355,0.4934164934164934,0.0316008316008316,0.8203399353841831,0.12924724134163662,0.05041282327418021,0.6075313807531381,3.2203389830508473,0.10674157303370786,0.6910112359550562,0.20336487907465825,0.06019007391763464,2.3194733194733193,2.3475941737714674,0.028120854298148146,23.796100134450107,24.542845188284517,0.24808853968656275,0.11295014874837692,0.09094368340943683,0.25262649438473617,0.15106215578284815,0.48223051246809345,0.3075111701485328,0.4984520123839009,0.3610893927547563,0.8774697618511006,0.0958520784596005,7.302404804750765,19.026424010217113,-0.902543262457314,22.736372173390425,5.822667276481289,5.516421178067404,0.006169064269949743,0,0.04048448427154519,0.027521472066370622,0.06780652538091313,0.3649586513149148,0.23333421969314225,0.3277315393410801,0.10505863750900933,0.048229110110489005,0.9260244103491372,0.8753861997940268,0.5973085348951579,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1172A,46X-1W,10-12 cm,421.9,40.241,16400000,3020000,2100000,655000,19900000,1340000,187000,202000,5740,3880,4930,519000,166000,68500,130000,0,35700,36500,72200,16700,36400,4680000,265000,19300,386000,311000,203000,900000,131000,389000,685000,199000,53100,43415000,6402100,977940,50795040,0.32286616961026116,0.0594546239160359,0.04134261927936271,0.012894959822848846,0.3917705350758657,0.02638052849254573,0.007658228047462902,0.013485568669696885,0.003917705350758657,0.0010453776589210285,0.09213498010829403,0.005217044813824342,0.002578991964569769,1.130031593635914e-4,0.0014213986247476132,0.007599167162778098,0.006122645045658001,0.003996453197005062,0.3777496257054014,0.06956121156282391,0.04837037890130139,0.01508695151445353,0.458366923874237,0.030864908441782794,0.7928648412239734,0.1463738460817544,0.06076131269427219,0.5755446240337315,3.2061068702290076,0.10552763819095477,0.8241206030150754,0.21377012770682954,0.06308851224105462,2.1684901531728666,2.2465859988177366,0.07809584564486993,22.189403714647575,22.66202389318341,0.22429250799095657,0.13831467961617136,0.10382190701339637,0.3256856258670366,0.1686527639854353,0.6101083032490975,0.3547113435065628,0.519280205655527,0.4029862001357364,0.865148622852468,0.12354251763832158,7.346432603044931,18.638924188710117,-0.8111430227847677,22.09345514044178,6.050253873265929,4.023099704473292,0.0058694807452399946,0,0.036505307074053625,0.03732335317095118,0.07382866024500481,0.3947072417530728,0.31801542016892653,0.2075791970877559,0.1325114769025642,0.043414013824852056,0.9203018590097553,0.8304696449026346,0.430569538328779,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1172A,46X-1W,112-114 cm,422.92,40.3555,37800000,7650000,5550000,2050000,44200000,3480000,635000,642000,16900,5250,9850,1640000,519000,203000,377000,2920,109000,110000,222000,51900,90300,14300000,805000,48400,1180000,862000,744000,2790000,392000,1280000,2160000,580000,142000,100730000,19659000,3024900,123413900,0.3062864069606422,0.06198653474203473,0.044970623244221276,0.016610770747865516,0.3581444229539784,0.028197796196376582,0.01037160319866725,0.01750208039775098,0.004699632699396097,0.0011505997298521479,0.11587025448511067,0.006522766074161824,0.003176303479591845,1.3693757348240353e-4,0.001798824929768851,0.00956132169877137,0.006984626529102475,0.006028494359225338,0.3752605976372481,0.07594559714087164,0.05509778616102452,0.020351434527945994,0.4387967834805917,0.034547801052318076,0.7882903504756091,0.1465995218474999,0.06511012767689099,0.5915643352909771,2.707317073170732,0.1255656108597285,0.8552036199095022,0.24233275067535356,0.07298657718120806,2.1405738111783976,2.296324026282956,0.15575021510455844,23.004935638374675,23.603982915109448,0.2864061995479496,0.13348930844986126,0.10253597470478157,0.2997918112421929,0.16190828012032296,0.5653452296461523,0.3422276197085357,0.5015625,0.39123017779913505,0.8596597307357339,0.12188838612368025,7.343802533936652,18.46629853163883,-0.8135951377591741,21.807044749790595,6.044148106979657,5.137684383470617,0.005586961552448015,9.653211676419056e-4,0.03603424906608483,0.036364838507058087,0.07339085589606267,0.3900955403484413,0.2849680981189461,0.24595854408410195,0.13335008530279185,0.0498655767588235,0.9210221825514893,0.8552707207725025,0.49366869836734223,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1172A,46X-2W,10-12 cm,423.4,40.4093,16100000,3550000,2700000,1030000,20500000,1650000,253000,249000,5380,2320,2790,642000,204000,84100,123000,1000,41200,29500,71700,22100,31700,6230000,342000,13100,359000,220000,363000,942000,167000,502000,846000,207000,53800,45530000,8347800,1019080,54896880,0.2932771407045355,0.06466669872677645,0.04918312297529477,0.01876245061650134,0.37342741518279365,0.030056352929346806,0.009144417679110362,0.015410711865592362,0.003770706094772599,9.800192652114291e-4,0.1134855022726246,0.006229862243537338,0.0030420672358793433,9.800192652114291e-5,0.001306085154566161,0.0065395337585669715,0.004007513723912907,0.006612397644456297,0.3536130024159895,0.07797056885569954,0.05930155941137712,0.022622446738414233,0.45025258071601143,0.03623984186250823,0.8072785644121805,0.13258583099738852,0.06013560459043101,0.6024636058230683,2.621359223300971,0.13170731707317074,0.7853658536585366,0.2473666326877336,0.0744920993227991,2.2104107182077755,2.3311381793694643,0.12072746116168886,23.547267867604447,24.244860022396416,0.2698910178787663,0.12627138086619594,0.10031161893456002,0.2842428623057463,0.1714782143811815,0.5196543072205185,0.3240874593422479,0.4960159362549801,0.3777349577324714,0.8706493372264282,0.10872982456140351,7.322880421052632,18.811921655771165,-0.8519171471493209,22.380482416475022,5.948726303598191,5.432938366625251,0.005279271499784119,9.812772304431448e-4,0.04042862189425757,0.028947678298072772,0.07035757742277349,0.35227852572908896,0.21588099069749186,0.3562036346508616,0.10879609859419571,0.054360030685187494,0.9243631510774424,0.8862737438351482,0.6358260082730093,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1172A,46X-2W,92-94 cm,424.22,40.5014,19300000,3810000,2770000,1030000,24200000,1850000,319000,366000,8120,3700,6900,801000,310000,137000,211000,2750,56700,52600,112000,26700,59600,7780000,417000,41000,824000,603000,476000,1900000,184000,685000,1110000,348000,86300,52960000,10610300,2023120,65593420,0.29423683046256777,0.058085094511004305,0.042229845615612056,0.015702794579090403,0.3689394454504735,0.028204048515841986,0.010443120666676627,0.016922429109505192,0.00530541020730433,0.001315680749684953,0.11860945808283818,0.006357344989787086,0.0028051594199540136,1.2379290483710103e-4,0.0017074883425807039,0.012562235663272322,0.00919299527300147,0.007256825455967992,0.36442598187311176,0.07194108761329306,0.052303625377643506,0.019448640483383687,0.4569486404833837,0.03493202416918429,0.7898928399762495,0.14554725125585516,0.06455990876789534,0.5972515856236786,2.6893203883495147,0.11446280991735537,0.7975206611570248,0.22608437314319668,0.0710172744721689,2.202416918429003,2.314391674749362,0.1119747563203588,23.28916010096697,23.938393234672304,0.2834937083641747,0.1315426233967739,0.09366424054408781,0.3371106650262255,0.19736705711620192,0.5687220117120221,0.3759632195816875,0.5343065693430656,0.424617592966402,0.8671764255486462,0.12703370786516854,7.351983595505619,18.702698583504922,-0.7907260258309236,22.19926588512836,6.101092195681001,5.235694651167382,0.004013602752184744,0.0013592866463679862,0.02802601921784175,0.025999446399620388,0.05536003796116889,0.4072917078571711,0.2980544900945075,0.23528016133496776,0.16014032621412097,0.05728527818558134,0.9406263592866464,0.8801449650530676,0.46508879883060383,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1172A,46X-3W,10-12 cm,424.9,40.5777,6790000,1410000,1270000,369000,9920000,835000,116000,147000,3780,2980,6610,305000,118000,57000,77800,1000,23300,26000,50300,9360,21000,3140000,163000,12400,380000,279000,205000,864000,74800,263000,423000,135000,30400,20594000,4229200,918080,25741280,0.26377864659410877,0.05477583088331272,0.04933709590199089,0.014334951486483966,0.3853732215336611,0.032438169352883774,0.010217052143483153,0.016432749264993815,0.005244494446274622,0.001180982453087026,0.12198305600964676,0.006332241442538988,0.0029058384043062348,1.468458444956894e-4,0.0019540597825749148,0.014762280663587824,0.01083862185563422,0.007963861936935537,0.3297076818490823,0.06846654365349131,0.06166844712052054,0.01791784014761581,0.4816936971933573,0.0405457900359328,0.798685330558971,0.13912796746429584,0.06218670197673319,0.63697219361483,3.4417344173441733,0.1280241935483871,0.6844758064516129,0.22087800637496377,0.07763830776383078,2.3345149072545404,2.446566881372363,0.11205197411782253,25.201840425508003,26.273964984552002,0.2783355157864106,0.1281125510564268,0.09254544377997513,0.3327668252889191,0.20389918138733304,0.5525830258302583,0.36845683208701563,0.55893536121673,0.4272962179938924,0.873909488869801,0.12316764953664701,7.345836562763269,18.91445342495524,-0.8010635788229075,22.550597129226215,6.075351688730961,7.359511559596761,0.00411728825374695,0.0010892296967584525,0.02537905193447194,0.028319972115719762,0.05478825374695016,0.4139072847682119,0.3038950853956082,0.22329208783548274,0.17836216409443434,0.061185105507924956,0.9410944579993029,0.8833160978972768,0.45067795951668677,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1172A,46X-3W,82-84 cm,425.62,40.6585,33600000,6920000,5110000,1890000,39600000,3300000,512000,587000,15200,7420,27400,1500000,446000,207000,328000,0,103000,108000,211000,48600,84500,15200000,796000,58000,1140000,745000,884000,2770000,416000,1100000,1950000,535000,133000,90420000,20130000,2995200,113545200,0.29591739677238665,0.060944892430503446,0.04500410409246714,0.01664535356844675,0.34875978905317,0.029063315754430833,0.009687771918143611,0.017173777491254583,0.004711779978369847,0.0011713396955573638,0.13386739377798446,0.007010424042583923,0.003663739198134311,1.3386739377798445e-4,0.0018582907952075472,0.010040054533348833,0.006561263708197264,0.007785445796035411,0.37159920371599203,0.07653174076531741,0.056514045565140454,0.02090245520902455,0.43795620437956206,0.0364963503649635,0.8153005464480875,0.13005464480874318,0.0546448087431694,0.5981416957026713,2.7037037037037037,0.12904040404040404,0.8484848484848485,0.24498416050686378,0.07692307692307693,2.1500774165007743,2.317238874927326,0.1671614584265515,23.333398906987476,23.990731707317067,0.31547104580812446,0.12765107724645297,0.09919571045576407,0.3059587471352177,0.1732740943267259,0.5789167152009319,0.32792207792207795,0.5336363636363637,0.3887842926304465,0.8786055375918114,0.10815128979781548,7.321960550778527,19.062144157262466,-0.8621838652013002,22.79563695154072,5.923162175648763,4.928587550054601,0.005074786324786325,0,0.034388354700854704,0.036057692307692304,0.07044604700854701,0.38060897435897434,0.24873130341880342,0.2951388888888889,0.12952104198017747,0.05502300402982289,0.9244791666666666,0.8820594691678307,0.5661454171898186,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1172A,46X-4W,10-12 cm,426.4,40.746,18400000,3730000,2880000,1050000,22600000,1840000,313000,346000,8630,16700,13500,874000,267000,117000,187000,0,56400,55700,112000,26800,43700,8700000,464000,27000,569000,384000,425000,1380000,221000,659000,1140000,304000,70500,50500000,11558500,1498630,63557130,0.289503317723755,0.058687357342913374,0.04531356277415295,0.01652056976140993,0.3555855967693947,0.0289503317723755,0.010368624259780138,0.01793661859810221,0.004783098292827257,0.0011092382554089525,0.13688472088025372,0.007300518446946865,0.0034771865878777094,1.3578334956282638e-4,0.001762194107883726,0.008952575423087859,0.00604180836988706,0.00668689728438021,0.36435643564356435,0.07386138613861386,0.05702970297029703,0.020792079207920793,0.44752475247524753,0.03643564356435643,0.811956568758922,0.1310291127741489,0.0570143184669291,0.6073684210526316,2.742857142857143,0.12743362831858407,0.8141592920353983,0.23862928348909657,0.07528641571194762,2.1861386138613863,2.3470623601108036,0.1609237462494173,23.788131018094845,24.533263157894737,0.31719991540529924,0.12395063993761182,0.09653702717101759,0.2938263453284913,0.16761642758891726,0.5513361462728551,0.32862330802244966,0.5250379362670713,0.3881757533931447,0.8758095522499487,0.10768686153534945,7.321222109841206,18.974210418260885,-0.8548708555775102,22.649742436402324,5.9413715696119995,5.559052739633852,0.005758592848134629,0,0.03763437272709074,0.03716727944856302,0.07473492456443552,0.3796801078318197,0.25623402707806464,0.2835923476775455,0.11477483949382444,0.04722256753618328,0.9195064825874298,0.867293839152705,0.5504219481753747,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
